media_type,film_id,title,original_language,genres,popularity,vote_average,vote_count,release_year
movie,20941,Innocent Voices,es,"Drama, War",3.6047,8.181,530,2005
movie,851644,20th Century Girl,ko,"Romance, Drama",10.4791,8.179,854,2022
movie,620683,My Mom Is a Character 3,pt,Comedy,1.6103,8.2,496,2019
movie,313106,Doctor Who: The Day of the Doctor,en,"Science Fiction, Adventure",3.2398,8.179,783,2013
movie,290098,The Handmaiden,ko,"Thriller, Drama, Romance",21.1453,8.176,4450,2016
movie,1160164,TAYLOR SWIFT | THE ERAS TOUR,en,Music,4.6002,8.174,532,2023
movie,77,Memento,en,"Mystery, Thriller",23.8625,8.175,16629,2000
movie,348,Alien,en,"Horror, Science Fiction",30.1088,8.172,16720,1979
movie,185,A Clockwork Orange,en,"Science Fiction, Crime",17.7812,8.171,14045,1971
movie,441130,Wolfwalkers,en,"Animation, Family, Adventure, Fantasy",12.6596,8.17,1439,2020
movie,81481,Silenced,ko,Drama,6.9212,8.16,803,2011
movie,629,The Usual Suspects,en,"Drama, Crime, Thriller",22.846,8.165,11655,1995
movie,5156,Bicycle Thieves,it,Drama,8.3269,8.164,2729,1948
movie,489,Good Will Hunting,en,Drama,27.5334,8.165,14190,1997
movie,1422,The Departed,en,"Drama, Thriller, Crime",30.3851,8.159,16522,2006
movie,522924,The Art of Racing in the Rain,en,"Drama, Romance",7.2048,8.156,1712,2019
movie,37165,The Truman Show,en,"Comedy, Drama",26.7524,8.156,20686,1998
movie,980477,Ne Zha 2,zh,"Animation, Action, Fantasy, Adventure",24.448,8.2,802,2025
movie,111,Scarface,en,"Action, Crime, Drama",24.2762,8.152,13325,1983
movie,517814,Capernaum,ar,Drama,9.5851,8.148,2021,2018
movie,18148,Tokyo Story,ja,Drama,5.9695,8.148,1254,1953
movie,490,The Seventh Seal,sv,"Fantasy, Drama",8.5342,8.141,3432,1957
movie,10098,The Kid,en,"Comedy, Drama",5.9524,8.138,2432,1921
movie,289,Casablanca,en,"Drama, Romance",13.4833,8.138,6175,1943
movie,606856,Togo,en,"Adventure, History, Drama",5.6632,8.138,2344,2019
movie,476292,Maquia: When the Promised Flower Blooms,ja,"Animation, Drama, Fantasy",6.3497,8.136,726,2018
movie,399106,Piper,en,"Family, Animation",3.302,8.136,1763,2016
movie,426,Vertigo,en,"Mystery, Romance, Thriller",11.9175,8.135,6459,1958
movie,872,Singin' in the Rain,en,"Comedy, Romance",9.9213,8.133,3583,1952
movie,592350,My Hero Academia: Heroes Rising,ja,"Animation, Action, Fantasy, Adventure",7.5704,8.1,1309,2019
movie,458220,Palmer,en,Drama,6.3251,8.124,1955,2021
movie,414419,Kill Bill: The Whole Bloody Affair,en,"Action, Crime",15.3055,8.1,1391,2011
movie,103,Taxi Driver,en,"Crime, Drama",23.3261,8.123,13705,1976
movie,10681,WALL·E,en,"Animation, Family, Science Fiction",31.1533,8.12,20719,2008
movie,797,Persona,sv,Drama,6.0935,8.121,2472,1966
movie,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,en,"Comedy, War",10.6161,8.12,6275,1964
movie,666,Central Station,pt,Drama,4.3671,8.119,1069,1998
movie,600,Full Metal Jacket,en,"Drama, War",15.2852,8.118,11677,1987
movie,575813,Better Days,zh,"Drama, Crime, Romance",7.3578,8.1,573,2019
movie,20914,My Friends,it,Comedy,4.0905,8.116,758,1975
movie,500,Reservoir Dogs,en,"Crime, Thriller",17.6198,8.111,15733,1992
movie,146233,Prisoners,en,"Drama, Thriller, Crime",22.2667,8.106,13380,2013
movie,810693,Jujutsu Kaisen 0,ja,"Animation, Action, Fantasy",11.4552,8.103,1822,2021
movie,46738,Incendies,fr,"Drama, War, Mystery",14.861,8.102,3421,2010
movie,38288,"“The Shorts” by Aldo, Giovanni and Giacomo",it,Comedy,1.2372,8.1,360,1996
movie,1103621,How to Make Millions Before Grandma Dies,th,Drama,8.8113,8.099,433,2024
movie,664767,Mortal Kombat Legends: Scorpion's Revenge,en,"Animation, Action, Fantasy",6.7927,8.099,1516,2020
movie,406997,Wonder,en,"Family, Drama",14.5258,8.099,8368,2017
movie,1384216,The Dog Stars,en,"Science Fiction, Adventure, Thriller",25.0874,7.3,3,2026
movie,1204680,Coyote vs. Acme,en,"Comedy, Adventure, Family",25.4287,7.4,7,2026
movie,1240889,Teenage Sex and Death at Camp Miasma,en,"Comedy, Horror, Romance",26.7716,6.755,47,2026
movie,1748007,Niu Lai,zh,"Animation, Adventure",16.5505,4,11,2026
movie,1433367,One Night Only,en,"Comedy, Romance",26.8935,6.9,38,2026
movie,1242332,Normal,en,"Action, Crime, Thriller, Western",22.3507,7.248,504,2026
movie,1308767,Young Washington,en,"History, War, Drama",27.5658,7.753,97,2026
movie,1732625,LEGO Disney Princess: Magical Mayhem,en,"Animation, Fantasy, Comedy, Adventure",32.1588,8.75,4,2026
movie,1170608,Dune: Part Three,en,"Science Fiction, Adventure",18.6667,0,0,2026
movie,1302904,Practical Magic 2,en,"Romance, Fantasy, Comedy",13.2603,0,0,2026
movie,1341138,Spa Weekend,en,Comedy,27.16,7,10,2026
movie,1688804,Freefall: A Reckoning for Boeing,en,Documentary,18.0871,6.8,15,2026
movie,1281195,Truly Naked,en,"Drama, Romance",17.6209,7.1,15,2026
movie,1441228,Irumudi,te,Drama,11.7948,6.5,6,2026
movie,1669841,Bleach: Thousand-Year Blood War - The Calamity,ja,"Action, Adventure, Animation",8.8651,7.5,10,2026
movie,1589248,"My Best Friend, His Girlfriend and Me",de,Comedy,31.2507,5.761,23,2026
movie,1588838,To the Max,es,"Drama, Adventure",15.4551,5.871,36,2026
movie,1741201,Chompoo: Lost​ &​ Forgotten​,th,Documentary,9.7495,6.3,3,2026
movie,1423191,Resident Evil,en,"Horror, Science Fiction",14.1265,0,0,2026
movie,1321008,Black Box,en,"Horror, Thriller",30.7862,6.191,68,2026
movie,1430077,Hokum,en,Horror,26.8682,6.911,773,2026
movie,1400940,Clayface,en,"Horror, Thriller, Science Fiction",8.0163,0,0,2026
movie,1368314,Passenger,en,"Horror, Thriller",31.8237,7.299,785,2026
movie,1169537,Batwara 1947,hi,"Action, Drama, War",9.8349,6,1,2026
movie,791523,Wildwood,en,"Animation, Adventure, Fantasy",8.6647,0,0,2026
movie,1480387,undertone,en,"Horror, Mystery",19.9919,6.042,592,2026
movie,1477712,Ice Cream Man,en,Horror,20.2983,4.9,44,2026
movie,1101412,Fall 2: Deadpoint,en,Thriller,31.5931,0,0,2026
movie,1444466,Awarapan 2,hi,"Action, Drama, Romance",20.228,0,0,2026
movie,1318413,Pressure,en,"Thriller, History, War",18.2823,7.8,313,2026
movie,1375441,Primetime,en,"Crime, Drama, Thriller",6.1468,0,0,2026
movie,1632473,"This, That, and Everything in Between",tl,"Drama, Family",19.4125,7.2,2,2026
movie,860508,The Whisper Man,en,"Crime, Drama, Thriller",7.0604,0,0,2026
movie,1159559,Scream 7,en,"Horror, Mystery, Crime",26.3514,6.238,1235,2026
movie,1422011,It Ends,en,"Horror, Mystery",12.5271,4.7,16,2026
movie,910850,MOBILE SUIT GUNDAM HATHAWAY The Sorcery of Nymph Circe,ja,"Animation, Science Fiction, War, Drama",9.0219,7.4,10,2026
movie,1233413,Sinners,en,"Horror, Action, Thriller",32.6468,7.507,5055,2025
movie,1248832,Digger,en,Comedy,10.1067,0,0,2026
movie,1599668,Landship,en,War,7.1148,4,1,2026
movie,1317288,Marty Supreme,en,"Drama, Thriller",21.4698,7.365,2104,2025
movie,1339175,The Birthday Party,en,Drama,7.3488,5.313,8,2026
movie,1169516,Welcome To The Jungle,hi,"Action, Comedy, Adventure",16.8746,4.964,28,2026
movie,1401459,Fjord,no,"Family, Drama",7.2112,6.896,24,2026
movie,1418709,Bagarre,fr,Comedy,11.7469,5.239,23,2026
movie,1255833,Whalefall,en,Thriller,6.7835,0,0,2026
movie,1102883,Mother Mary,en,"Music, Drama, Thriller",16.9911,5.701,157,2026
movie,1361969,All Night Wrong,en,"Comedy, Crime, Thriller",3.9993,6.9,4,2026
movie,1515615,Kissing Is the Easy Part,en,"Romance, Comedy",14.5724,7.234,62,2026
movie,1700944,"Love, Ngo",tl,Comedy,8.2841,9.5,2,2026
movie,1266800,The Desert Child,fr,"Adventure, Family",7.5854,7.7,23,2026
movie,1392469,Cocktail 2,hi,"Romance, Comedy",12.0422,5.821,28,2026
movie,1679730,THE RIBBON HERO,ja,"Animation, Fantasy, Drama, Action",17.6973,6.906,16,2026
movie,1283515,Verity,en,"Mystery, Thriller",9.0582,0,0,2026
movie,1198994,Send Help,en,"Horror, Thriller, Comedy",27.1352,7.04,2202,2026
movie,1193501,Whistle,en,"Horror, Mystery",18.5183,6.324,664,2026
movie,1476682,Gail Daughtry and the Celebrity Sex Pass,en,Comedy,9.8157,6.609,23,2026
movie,858024,Hamnet,en,"Drama, Romance",15.6436,7.7,1548,2025
movie,1266127,Ready or Not: Here I Come,en,"Horror, Comedy",31.8115,7.572,1528,2026
movie,1145899,Marsupilami,fr,"Adventure, Comedy",12.5084,6.367,154,2026
movie,1382832,Hungry,en,"Thriller, Horror",27.1636,7.184,236,2026
movie,541671,Ballerina,en,"Action, Thriller, Crime",27.3969,7.271,2906,2025
movie,1153576,Street Fighter,en,"Action, Fantasy",6.8777,0,0,2026
movie,1288059,I Want Your Sex,en,Comedy,14.9741,6.056,18,2026
movie,1397485,Girls Like Girls,en,"Romance, Drama",16.3249,6.939,33,2026
movie,87513,Motor City,en,"Action, Thriller, Crime",12.3244,6.3,17,2026
movie,1124142,The Rivals of Amziah King,en,"Crime, Drama, Thriller",12.7354,7.3,20,2026
movie,1119449,"Good Luck, Have Fun, Don't Die",en,"Science Fiction, Action, Comedy",20.2724,7.067,883,2026
movie,1128204,Feed,en,Horror,5.8736,4.2,4,2026
movie,1381027,Good Boy,en,"Thriller, Drama, Mystery",20.731,7.274,243,2026
movie,1465063,Forgotten Island,en,"Adventure, Animation, Comedy, Family, Fantasy",14.9555,0,0,2026
movie,1284046,Onslaught,en,"Action, Horror, Thriller",6.0998,0,0,2026
movie,1058424,Hope,ko,"Science Fiction, Mystery, Action",19.6946,8.2,23,2026
movie,1341137,A Great Awakening,en,"Drama, History",10.2194,7.3,20,2026
movie,425274,Now You See Me: Now You Don't,en,"Crime, Thriller",28.0548,6.46,1767,2025
movie,1408170,Lenin,te,"Action, Drama, Romance",27.3356,6.4,5,2026
movie,192139,The Brink of War,en,"Drama, History, Thriller, War",12.6359,8,7,2026
movie,1316092,"""Wuthering Heights""",en,"Romance, Drama",26.1864,6.65,1287,2026
movie,1380316,Is God Is,en,"Drama, Thriller",10.9679,5.8,111,2026
movie,1213243,Toxic: A Fairy Tale for Grown-ups,kn,"Action, Crime, Drama",13.8111,0,0,2026
movie,1315843,Daddy's in Trouble,pt,Comedy,8.927,7.265,17,2026
movie,1263532,Beast Race,pt,"Action, Science Fiction, Thriller",29.7569,6.809,97,2026
movie,1626188,Novak Djokovic: The Wolf in Winter,en,Documentary,7.4126,10,2,2026
movie,1408208,Exit 8,ja,"Horror, Mystery, Thriller",18.9116,7.012,734,2025
movie,1339588,Finding Emily,en,"Romance, Comedy",7.2282,6.9,35,2026
movie,1000990,Mrs.,fr,Drama,2.6821,6.2,9,2026
movie,1567937,V,cn,"Drama, Crime",7.1588,6.5,2,2026
movie,1469342,Her Private Hell,en,"Science Fiction, Horror, Thriller",30.331,5.1,48,2026
movie,1725038,Aussie at Heart,en,"Romance, TV Movie",3.1511,7.5,2,2026
movie,426063,Nosferatu,en,"Horror, Fantasy",19.2704,6.715,3898,2024
movie,1432306,Sleepwalker,en,"Thriller, Horror",6.6754,4.75,10,2026
movie,1285959,The Passenger,en,Thriller,9.129,5.3,26,2026
movie,933260,The Substance,en,"Horror, Science Fiction",30.8701,7.131,6357,2024
movie,1171145,Crime 101,en,"Crime, Thriller",31.7199,7.004,1300,2026
movie,1241436,Warfare,en,"War, Action",15.3299,7.071,1578,2025
movie,1680072,The Narcissist's Playbook,en,Documentary,3.8894,7,1,2026
movie,1087192,How to Train Your Dragon,en,"Fantasy, Family, Action, Adventure",30.4631,7.9,3058,2025
movie,1736062,Disney Worldbuilders,en,Documentary,5.6841,0,0,2026
movie,1236153,Mercy,en,"Science Fiction, Action, Thriller",20.1406,7.084,1616,2026
movie,1633056,All Wishes Come True!,zh,"Comedy, Animation, Fantasy, Adventure",6.0118,7.947,19,2026
movie,1647153,MYSTERY ARENA,ja,Mystery,3.967,6,4,2026
movie,1409853,Neglected,en,"Action, Thriller, TV Movie",6.5141,6.4,9,2026
movie,1241982,Moana 2,en,"Adventure, Animation, Comedy, Family, Fantasy",29.3699,6.993,3235,2024
movie,1284016,Power Ballad,en,"Comedy, Music, Drama",9.4737,7.088,91,2026
movie,1242265,Fuze,en,"Action, Crime, Drama, Thriller",14.3295,7.223,325,2026
movie,1447853,Oasis: Don't Look Back in Anger,en,"Documentary, Music",5.2021,0,0,2026
movie,1292695,They Will Kill You,en,"Action, Comedy, Horror, Thriller",24.4929,6.946,1069,2026
movie,1124566,Sentimental Value,no,"Drama, Comedy",11.8194,7.5,1048,2025
movie,1244523,Beware Boiúna,en,"Action, Horror, Thriller",6.9852,0,0,2026
movie,1384758,Ice Age: Boiling Point,en,"Adventure, Animation, Comedy, Family",13.8151,0,0,2027
movie,1506560,Clash of the Thundermans,en,Science Fiction,2.901,0,0,2026
movie,1038392,The Conjuring: Last Rites,en,Horror,26.3478,6.9,2071,2025
movie,1202033,Enola Holmes 3,en,"Adventure, Crime, Mystery",21.5078,6.795,629,2026
tv,108978,Reacher,en,"Action & Adventure, Crime",662.9716,8.086,3118,2022
tv,5920,The Mentalist,en,"Crime, Drama, Mystery",408.4899,8.4,4602,2008
tv,125988,Silo,en,"Sci-Fi & Fantasy, Drama",301.0535,8.193,2486,2023
tv,51025,Paradise Hotel,da,Reality,315.8877,5.6,10,2005
tv,113962,Lioness,en,"Drama, War & Politics",368.7606,8.1,1395,2023
tv,95350,Lanterns,en,"Drama, Mystery, Sci-Fi & Fantasy",280.1615,8.178,146,2026
tv,67707,Paradise Hotel,sv,Reality,270.82,5,4,2005
tv,37528,Gran hermano,es,Reality,247.1459,4.5,4,2001
tv,2734,Law & Order: Special Victims Unit,en,"Crime, Drama, Mystery",290.8261,7.96,4316,1999
tv,94722,Tagesschau,de,News,379.6013,6.768,256,1952
tv,94997,House of the Dragon,en,"Sci-Fi & Fantasy, Drama, Action & Adventure",236.5301,8.385,7023,2022
tv,1416,Grey's Anatomy,en,Drama,251.7009,8.2,11021,2005
tv,79744,The Rookie,en,"Crime, Drama, Comedy",254.8877,8.543,3481,2018
tv,456,The Simpsons,en,"Animation, Comedy",262.7853,8.021,10952,1989
tv,1434,Family Guy,en,"Animation, Comedy",306.2575,7.411,5078,1999
tv,100757,Outer Banks,en,"Action & Adventure, Mystery",297.1122,8.243,1241,2020
tv,4614,NCIS,en,"Crime, Drama, Action & Adventure",233.4631,7.61,2551,2003
tv,1622,Supernatural,en,"Drama, Mystery, Sci-Fi & Fantasy",226.1101,8.314,8623,2005
tv,549,Law & Order,en,"Crime, Drama",213.7223,7.3,708,1990
tv,22980,Watch What Happens Live with Andy Cohen,en,"Talk, Comedy",292.3315,5,87,2009
tv,59941,The Tonight Show Starring Jimmy Fallon,en,"Comedy, Talk",333.7558,5.764,386,2014
tv,310518,Hockey Psychology,en,,183.7723,0,0,2021
tv,60625,Rick and Morty,en,"Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure",184.9076,8.7,11311,2013
tv,227292,Capitão Furacão,pt,Kids,201.1036,0,0,1965
tv,53270,Barwy szczęścia,pl,Soap,215.0783,5,5,2007
tv,4057,Criminal Minds,en,"Crime, Drama, Mystery",225.1305,8.298,4151,2005
tv,1431,CSI: Crime Scene Investigation,en,"Crime, Drama, Mystery",229.7475,7.623,1418,2000
tv,1402,The Walking Dead,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",176.7153,8.082,18113,2010
tv,615,Futurama,en,"Animation, Comedy, Sci-Fi & Fantasy",171.4645,8.364,3866,1999
tv,1399,Game of Thrones,en,"Sci-Fi & Fantasy, Drama, Action & Adventure",184.2243,8.47,27584,2011
tv,8745,Balika Vadhu,hi,Drama,87.3733,4.7,3,2008
tv,50821,Among Friends,hu,"Drama, Family",263.4583,3.775,20,1998
tv,70998,Souryo to Majiwaru Shikiyoku no Yoru ni...,ja,"Animation, Drama",164.1075,5.467,15,2017
tv,97546,Ted Lasso,en,"Drama, Comedy",186.3862,8.362,2582,2020
tv,285151,Raja Rani Chi Ga Jodi,mr,"Drama, Soap",76.004,7,1,2019
tv,124364,FROM,en,"Mystery, Drama, Sci-Fi & Fantasy",163.5318,8.492,4197,2022
tv,2224,The Daily Show,en,"News, Comedy",181.416,6.393,653,1996
tv,204269,Caressing My Hibernating Bear,ja,Animation,125.6042,5.9,7,2022
tv,31472,Pelotón,es,Reality,140.2813,9,1,2007
tv,34307,Shameless,en,"Drama, Comedy",163.0161,8.167,3451,2011
tv,63770,The Late Show with Stephen Colbert,en,"Comedy, Talk",152.6538,6.074,363,2015
tv,1396,Breaking Bad,en,"Drama, Crime",143.4716,8.9,18459,2008
tv,91555,All Elite Wrestling: Dynamite,en,"Action & Adventure, Drama",141.2032,8,86,2019
tv,1405,Dexter,en,"Crime, Drama, Mystery",135.9468,8.241,5779,2006
tv,764,Midsomer Murders,en,"Crime, Drama, Mystery",153.2376,7.46,365,1997
tv,1433,American Dad!,en,"Animation, Comedy",168.7991,7.023,2428,2005
tv,36109,Paradise Hotel,no,Reality,131.4626,5.7,10,2009
tv,2661,Kamen Rider,ja,"Action & Adventure, Sci-Fi & Fantasy, Drama",186.7178,6.413,104,1971
tv,65334,Miraculous: Tales of Ladybug & Cat Noir,fr,"Action & Adventure, Animation, Kids",139.3614,8.062,4651,2015
tv,1668,Friends,en,Comedy,140.8474,8.415,9328,1994
tv,61818,Late Night with Seth Meyers,en,"Talk, Comedy",149.7079,5.083,132,2014
tv,4604,Smallville,en,"Sci-Fi & Fantasy, Action & Adventure, Drama",130.1164,8.2,4568,2001
tv,502,Sesame Street,en,"Kids, Comedy",122.9962,7.112,289,1969
tv,69536,Cosmic Disclosure,en,"Documentary, Sci-Fi & Fantasy, Mystery",134.147,10,2,2015
tv,94664,Mushoku Tensei: Jobless Reincarnation,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy",138.3159,8.409,1683,2021
tv,278624,Lucky,en,"Drama, Crime",124.1889,7.228,206,2026
tv,310751,哆啦A梦TV版,zh,"Kids, Animation",141.1501,0,0,1979
tv,95897,Overflow,ja,Animation,128.3798,7.456,90,2020
tv,1911,Bones,en,"Crime, Drama",148.1059,8.182,3561,2005
tv,2261,The Tonight Show Starring Johnny Carson,en,Talk,170.1673,7.553,95,1962
tv,13945,"Gute Zeiten, schlechte Zeiten",de,"Drama, Soap",173.0478,5.5,49,1992
tv,206559,Binnelanders,af,Soap,167.6599,5.5,112,2005
tv,46952,The Blacklist,en,"Drama, Crime, Mystery",142.1145,7.633,3689,2013
tv,1966,Horizon,en,Documentary,82.4783,7.397,34,1964
tv,65733,Doraemon,ja,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy, Kids, Family",134.7708,8.1,239,2005
tv,291,Coronation Street,en,Soap,114.8895,5.373,118,1960
tv,11890,"Goede Tijden, Slechte Tijden",nl,Soap,158.2037,5.3,21,1990
tv,2316,The Office,en,Comedy,154.2405,8.581,5411,2005
tv,66732,Stranger Things,en,"Action & Adventure, Mystery, Sci-Fi & Fantasy",118.045,8.554,21708,2016
tv,76479,The Boys,en,"Sci-Fi & Fantasy, Action & Adventure",120.5133,8.436,13319,2019
tv,57243,Doctor Who,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",111.3182,7.622,3441,2005
tv,30984,Bleach,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy",136.5879,8.367,2233,2004
tv,14610,Secret Lives,fi,"Soap, Drama",156.1602,4.2,23,1999
tv,16807,Jornal Nacional,pt,News,173.851,6.625,8,1969
tv,3452,Frasier,en,"Comedy, Family",125.8137,7.696,920,1993
tv,4656,Raw,en,Reality,116.8332,6.801,369,1993
tv,19530,Pili,zh,"Action & Adventure, Drama",119.4141,6.9,7,1988
tv,27181,Rote Rosen,de,"Soap, Drama",125.9279,3,5,2006
tv,233643,Secret Mission - Undercover Agents Never Back Down!,ja,Animation,106.6591,6.2,26,2023
tv,1421,Modern Family,en,Comedy,125.1774,7.913,3479,2009
tv,31132,Regular Show,en,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",126.6123,8.6,2302,2010
tv,45140,Teen Titans Go!,en,"Animation, Action & Adventure, Comedy, Family, Sci-Fi & Fantasy",122.8002,6.434,722,2013
tv,82873,The Kelly Clarkson Show,en,Talk,144.5931,6.3,72,2019
tv,46271,Secret Story,fr,Reality,93.4533,4.423,13,2007
tv,32798,Hawaii Five-0,en,"Crime, Drama, Action & Adventure",122.747,7.736,1897,2010
tv,73586,Yellowstone,en,"Western, Drama",116.6836,8.267,3296,2018
tv,44006,Chicago Fire,en,Drama,128.6124,8.409,2431,2012
tv,284029,The Cat and the Dragon,ja,"Animation, Sci-Fi & Fantasy",105.5141,8.667,12,2026
tv,14686,Alles was zählt,de,"Soap, Drama",187.9549,4.875,8,2006
tv,498,Late Show with David Letterman,en,"Talk, Comedy",132.0179,6.418,171,1993
tv,117217,El conquistador,es,Reality,133.7633,5.7,3,2005
tv,4601,Law & Order: Criminal Intent,en,Drama,123.2532,7.579,381,2001
tv,790,Agatha Christie's Poirot,en,"Crime, Drama, Mystery",95.1985,8.182,572,1989
tv,18165,The Vampire Diaries,en,"Drama, Sci-Fi & Fantasy",99.9945,8.3,9724,2009
tv,57532,PAW Patrol,en,"Animation, Kids",106.7171,6.988,816,2013
tv,2691,Two and a Half Men,en,Comedy,109.5069,7.452,3753,2003
tv,37678,The Voice,en,Reality,96.7001,5.9,224,2011
tv,37680,Suits,en,Drama,110.5472,8.222,5871,2011
tv,1398,The Sopranos,en,"Crime, Drama",108.5358,8.7,3630,1999
tv,44217,Vikings,en,"Action & Adventure, Drama, War & Politics",106.4135,8.1,7838,2013
tv,206484,Jade Dynasty,zh,"Animation, Action & Adventure",95.7215,8.1,22,2022
tv,71789,SEAL Team,en,"Action & Adventure, Drama, War & Politics",111.4659,8,1660,2017
tv,49847,House Rules,en,Reality,110.2939,7.2,4,2013
tv,71790,S.W.A.T.,en,"Crime, Action & Adventure, Drama",111.435,8.038,1596,2017
tv,60735,The Flash,en,"Drama, Sci-Fi & Fantasy",109.8976,7.75,11747,2014
tv,58841,Chicago P.D.,en,"Crime, Drama",108.0376,8.427,2622,2014
tv,40694,Lenßen & Partner,de,"Reality, Crime",102.8762,6.5,1,2003
tv,75219,09/01/2001,en,"Drama, Crime, Action & Adventure",116.7175,8.224,2837,2018
tv,2288,Prison Break,en,"Action & Adventure, Crime, Drama",107.8953,8.066,6112,2005
tv,65682,Sister-in-Law Is at Home!,hi,"Comedy, Drama, Family, Soap",154.6571,5.6,8,2015
tv,288989,ChocoPro Wrestling,en,,92.8754,0,0,2020
tv,80748,FBI,en,"Crime, Action & Adventure, Drama",148.9016,7.925,940,2018
tv,15260,Adventure Time,en,"Animation, Comedy, Sci-Fi & Fantasy",105.6419,8.51,3186,2010
tv,65942,Re:ZERO -Starting Life in Another World-,ja,"Animation, Drama, Mystery, Action & Adventure, Sci-Fi & Fantasy",97.8114,8.079,758,2016
tv,1407,Homeland,en,"Drama, War & Politics, Crime",109.0856,7.591,2672,2011
tv,37057,CITV Breakfast,en,Kids,111.2852,0,0,1999
tv,324186,Majhi Manasa,mr,Drama,98.4525,0,0,2022
tv,1413,American Horror Story,en,"Drama, Mystery, Sci-Fi & Fantasy",114.9043,8.076,6140,2011
tv,693,Desperate Housewives,en,"Mystery, Drama, Comedy",103.6529,7.9,2118,2004
tv,4607,Lost,en,"Mystery, Action & Adventure, Drama",95.383,8,5261,2004
tv,1419,Castle,en,"Drama, Crime",103.3062,7.967,2134,2009
tv,32692,Blue Bloods,en,"Crime, Drama",100.3895,7.785,1019,2010
tv,45789,Storm of Love,de,"Drama, Soap",139.9204,6,39,2005
tv,95479,JUJUTSU KAISEN,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",95.7452,8.6,4619,2020
tv,17887,7de Laan,af,Soap,117.2872,8.333,3,2000
tv,688,The West Wing,en,Drama,100.925,8.3,597,1999
tv,91759,Come Home Love: Lo and Behold,cn,"Family, Comedy, Drama",82.6267,5.4,46,2017
tv,250307,The Pitt,en,Drama,99.2764,8.733,924,2025
tv,45768,Mais Você,pt,Talk,87.8664,6.3,3,1999
tv,108188,Barbara Karlich – Talk um 4,de,Talk,146.712,4.5,4,1999
tv,71712,The Good Doctor,en,Drama,104.4243,8.453,12912,2017
tv,46296,Spartacus,en,Drama,82.5319,8.029,3027,2010
tv,2912,Jeopardy!,en,"Reality, Family",156.8893,6.9,161,1984
tv,46831,Government Job,sr,Comedy,105.4378,7.9,11,2012
tv,44953,El Señor de los Cielos,es,"Crime, Drama, Soap",87.5073,8.005,3609,2013
tv,32726,Bob's Burgers,en,"Animation, Comedy",105.5601,7.841,1120,2011
tv,224,Match of the Day,en,"Talk, News",99.3386,7.6,51,1964
tv,36361,Ulice,cs,"Drama, Comedy, Family, Soap",121.5003,4.8,36,2005
tv,32415,Conan,en,"Talk, Comedy, News",100.8899,7.156,262,2010
tv,241002,Adam's Sweet Agony,ja,Animation,84.0032,6.9,39,2024
tv,1620,CSI: Miami,en,"Drama, Mystery, Crime",97.6556,7.688,1740,2002
tv,70672,Men on a Mission,ko,"Reality, Comedy",181.1298,7.4,42,2015
tv,4087,The X-Files,en,"Mystery, Sci-Fi & Fantasy, Crime",102.5924,8.371,3678,1993
tv,318058,A Girl's Guide to 21st Century Sex,zh,Documentary,83.4406,0,0,2006
tv,2190,South Park,en,"Animation, Comedy",100.1708,8.336,5109,1997
tv,72879,Tomorrow Is Ours,fr,"Crime, Drama, Soap",99.7721,6.366,71,2017
tv,14447,L for Love,pl,Soap,110.9148,4,13,2000
tv,1973,24,en,"Action & Adventure, Drama, Crime",98.2114,7.787,1860,2001
tv,63174,Lucifer,en,"Crime, Sci-Fi & Fantasy",90.9231,8.43,15640,2016
tv,1412,Arrow,en,"Crime, Drama, Action & Adventure",96.2773,6.836,6455,2012
tv,30983,Detective Conan,ja,"Animation, Crime, Mystery, Comedy",81.306,8.015,781,1996
tv,318325,Tony Awards,en,,69.3398,0,0,1956
tv,269,One Tree Hill,en,Drama,100.1225,7.8,615,2003
tv,4177,Perry Mason,en,"Mystery, Drama, Crime",97.3077,7.71,138,1957
tv,46034,Die Küchenschlacht,de,Reality,111.8987,8,1,2008
tv,2122,King of the Hill,en,"Animation, Comedy, Family",107.262,7.414,689,1997
tv,123087,Altas Horas,pt,Talk,70.0376,8,2,2000
tv,4419,Real Time with Bill Maher,en,"Comedy, Talk",91.4456,6.051,245,2003
tv,291496,Our Sticky Love,ko,"Drama, Comedy",85.282,8.701,67,2026
tv,215709,Redemption,tr,Drama,92.568,6.5,11,2022
tv,3022,Rugrats,en,"Family, Animation, Kids, Comedy",85.8541,7.608,767,1991
tv,12225,Peppa Pig,en,"Animation, Kids",80.8595,6.6,758,2004
tv,318490,Kavyanjali,kn,"Drama, Soap",80.6332,0,0,2020
tv,40663,AIBOU: Tokyo Detective Duo,ja,"Drama, Crime, Mystery",125.8906,7.545,22,2002
tv,71728,Young Sheldon,en,"Comedy, Family, Drama",94.7728,8.028,3067,2017
tv,82991,Bharaghar,as,"Family, Drama, Comedy",87.1867,8,1,2012
tv,4629,Stargate SG-1,en,"Sci-Fi & Fantasy, Action & Adventure",104.0425,8.271,1878,1997
